שם_ישוב,גיל_0_5,,גיל_6_18,,גיל_19_45,,גיל_46_55,,גיל_56_64,,גיל_65_פלוס,,"סה""כ",,AND,עירוני/ כפרי,מגזר,פריפריה/ מרכז,נפה/ מועצה,נפה,סמל_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,
כפר כנא,"2,754",1,"5,990",1,"10,322",1,"2,546",1,"1,624",0,"1,493",0,"24,729",1,0,עירוני,ערבי,פריפריה,נצרת ,נצרת ,509,25,נצרת ,25,נוף הגליל ,0, ,
יפיע,"1,928",0,"4,567",1,"8,438",1,"2,333",1,"1,612",0,"1,483",0,"20,361",1,0,עירוני,ערבי,פריפריה,נצרת ,נצרת ,499,25,נצרת ,25,נוף הגליל ,0, ,
ריינה,"1,667",0,"3,903",1,"7,379",1,"1,994",0,"1,454",0,"1,255",0,"17,652",1,0,עירוני,ערבי,פריפריה,נצרת ,נצרת ,542,25,נצרת ,25,נוף הגליל ,0, ,
טורעאן,"1,560",0,"3,748",1,"6,376",1,"1,651",0,"1,081",0,990,0,"15,406",1,0,עירוני,ערבי,פריפריה,נצרת ,נצרת ,498,25,נצרת ,25,נוף הגליל ,0, ,
עין מאהל,"1,516",0,"3,210",1,"6,125",1,"1,642",0,"1,074",0,855,0,"14,422",1,0,עירוני,ערבי,פריפריה,נצרת ,נצרת ,532,25,נצרת ,25,נוף הגליל ,0, ,
בועיינה-נוג'ידאת,"1,139",0,"2,649",1,"4,812",1,"1,110",0,665,0,515,0,"10,890",1,0,עירוני,#N/A,פריפריה,נצרת ,נצרת ,482,25,נצרת ,25,נוף הגליל ,0, ,
משהד,"1,029",0,"2,314",1,"3,996",1,863,0,570,0,524,0,"9,296",1,0,עירוני,ערבי,פריפריה,נצרת ,נצרת ,520,25,נצרת ,25,נוף הגליל ,0, ,
עילוט,"1,091",0,"2,275",1,"3,836",1,958,0,545,0,403,0,"9,108",1,0,עירוני,ערבי,פריפריה,נצרת ,נצרת ,511,25,נצרת ,25,נוף הגליל ,0, ,
כעביה-טבאש-חג'אג'רה,724,0,"1,621",0,"2,683",1,628,0,417,0,324,0,"6,397",1,0,עירוני,בדואי,פריפריה,נצרת ,נצרת ,978,25,נצרת ,25,נוף הגליל ,0, ,
מג'דל שמס,816,0,"2,464",1,"4,736",1,"1,842",0,965,0,"1,006",0,"11,829",1,0,עירוני,דרוזי,פריפריה,גולן ,גולן ,4201,29,גולן ,21,צפת ,0, ,
בוקעאתא,536,0,"1,519",0,"2,894",1,981,0,492,0,551,0,"6,973",1,0,עירוני,דרוזי,פריפריה,גולן ,גולן ,4001,29,גולן ,21,צפת ,0, ,
מסעדה,360,0,"1,032",0,"1,669",0,610,0,294,0,340,0,"4,305",0,0,עירוני,דרוזי,פריפריה,גולן ,גולן ,4203,29,גולן ,21,צפת ,0, ,
ע'ג'ר,295,0,724,0,"1,286",0,299,0,138,0,124,0,"2,866",0,0,עירוני,דרוזי,פריפריה,גולן ,גולן ,4501,29,גולן ,21,צפת ,0, ,
עין קנייא,235,0,561,0,"1,033",0,343,0,176,0,188,0,"2,536",0,0,עירוני,דרוזי,פריפריה,גולן ,גולן ,4502,29,גולן ,21,צפת ,0, ,
קצרין,686,0,"1,838",0,"3,068",1,"1,140",0,881,0,"1,626",0,"9,239",1,0,עירוני,יהודי,פריפריה,גולן ,גולן ,4100,29,גולן ,22,טבריה ,0, ,
רכסים,"2,932",1,"4,628",1,"4,775",1,823,0,575,0,751,0,"14,484",1,0,עירוני,יהודי,מרכז,חיפה ,חיפה ,922,31,חיפה ,27,קריות ,0, ,
קרית טבעון,"1,334",0,"3,626",1,"5,960",1,"2,680",1,"1,932",0,"4,205",1,"19,737",1,0,עירוני,יהודי,מרכז,חיפה ,חיפה ,2300,31,חיפה ,31,חיפה ,0, ,
דאלית אל-כרמל,"1,546",0,"3,654",1,"7,454",1,"2,494",1,"1,721",0,"1,719",0,"18,588",1,0,עירוני,דרוזי,מרכז,חיפה ,חיפה ,494,31,חיפה ,31,חיפה ,0, ,
עספיא,"1,026",0,"2,515",1,"5,212",1,"1,750",0,"1,189",0,"1,381",0,"13,073",1,0,עירוני,דרוזי,מרכז,חיפה ,חיפה ,534,31,חיפה ,31,חיפה ,0, ,
מעלה עירון,"1,796",0,"3,785",1,"6,791",1,"1,798",0,"1,177",0,926,0,"16,273",1,0,עירוני,ערבי,מרכז,חדרה ,חדרה ,1327,32,חדרה ,23,עפולה ,0, ,
חריש,"7,807",1,"9,450",1,"14,055",1,"2,593",1,"1,364",0,"1,803",0,"37,072",1,0,עירוני,יהודי,מרכז,חדרה ,חדרה ,1247,32,חדרה ,32,חדרה ,0, ,
באקה אל-גרביה,"3,305",1,"7,767",1,"13,323",1,"3,475",1,"2,236",1,"1,955",0,"32,061",1,0,עירוני,ערבי,מרכז,חדרה ,חדרה ,6000,32,חדרה ,32,חדרה ,0, ,
ערערה,"2,201",1,"4,912",1,"8,666",1,"2,554",1,"1,624",0,"1,480",0,"21,437",1,0,עירוני,ערבי,מרכז,חדרה ,חדרה ,637,32,חדרה ,32,חדרה ,0, ,
כפר קרע,"2,188",1,"4,754",1,"8,667",1,"2,281",1,"1,581",0,"1,421",0,"20,892",1,0,עירוני,ערבי,מרכז,חדרה ,חדרה ,654,32,חדרה ,32,חדרה ,0, ,
בנימינה-גבעת עדה,"1,137",0,"4,209",1,"5,190",1,"2,683",1,"1,398",0,"1,769",0,"16,386",1,0,עירוני,יהודי,מרכז,חדרה ,חדרה ,9800,32,חדרה ,32,חדרה ,0, ,
ג'סר א-זרקא,"1,944",0,"4,368",1,"6,650",1,"1,509",0,826,0,577,0,"15,874",1,0,עירוני,ערבי,מרכז,חדרה ,חדרה ,541,32,חדרה ,32,חדרה ,0, ,
פוריידיס,"1,372",0,"3,454",1,"5,780",1,"1,571",0,"1,013",0,828,0,"14,018",1,0,עירוני,ערבי,מרכז,חדרה ,חדרה ,537,32,חדרה ,32,חדרה ,0, ,
ג'ת,"1,422",0,"2,909",1,"5,418",1,"1,318",0,"1,091",0,954,0,"13,112",1,0,עירוני,ערבי,מרכז,חדרה ,חדרה ,628,32,חדרה ,32,חדרה ,0, ,
"בסמ""ה","1,447",0,"3,106",1,"4,949",1,"1,160",0,723,0,591,0,"11,976",1,0,עירוני,ערבי,מרכז,חדרה ,חדרה ,1326,32,חדרה ,32,חדרה ,0, ,
נווה אבות,0,0,0,0,0,0,0,0,1,0,17,0,18,0,0,עירוני,#N/A,מרכז,חדרה ,חדרה ,926,32,חדרה ,32,חדרה ,0, ,
אליכין,317,0,740,0,"1,272",0,453,0,419,0,519,0,"3,720",0,0,עירוני,יהודי,מרכז,השרון ,השרון ,41,41,השרון ,32,חדרה ,0, ,
קלנסווה,"2,844",1,"6,270",1,"10,322",1,"2,469",1,"1,616",0,"1,282",0,"24,803",1,0,עירוני,ערבי,מרכז,השרון ,השרון ,638,41,השרון ,41,נתניה ,0, ,
תל מונד,"1,176",0,"3,940",1,"5,021",1,"2,515",1,"1,438",0,"1,525",0,"15,615",1,0,עירוני,יהודי,מרכז,השרון ,השרון ,154,41,השרון ,41,נתניה ,0, ,
אבן יהודה,961,0,"3,922",1,"4,567",1,"2,513",1,"1,207",0,"2,269",1,"15,439",1,0,עירוני,יהודי,מרכז,השרון ,השרון ,182,41,השרון ,41,נתניה ,0, ,
פרדסיה,770,0,"1,833",0,"2,832",1,957,0,779,0,"1,161",0,"8,332",1,0,עירוני,יהודי,מרכז,השרון ,השרון ,171,41,השרון ,41,נתניה ,0, ,
זמר,874,0,"1,843",0,"3,206",1,802,0,583,0,552,0,"7,860",1,0,עירוני,ערבי,מרכז,השרון ,השרון ,1290,41,השרון ,41,נתניה ,0, ,
גבעת שמואל,"3,057",1,"6,839",1,"10,595",1,"3,486",1,"1,981",0,"4,274",1,"30,232",1,0,עירוני,יהודי,מרכז,פתח תקווה ,פתח תקווה ,681,42,פתח תקווה ,42,פתח תקוה ,0, ,
כפר קאסם,"3,100",1,"6,487",1,"11,061",1,"2,699",1,"1,720",0,"1,295",0,"26,362",1,0,עירוני,ערבי,מרכז,פתח תקווה ,פתח תקווה ,634,42,פתח תקווה ,42,פתח תקוה ,0, ,
גני תקווה,"2,442",1,"5,922",1,"7,888",1,"3,366",1,"1,829",0,"4,184",1,"25,631",1,0,עירוני,יהודי,מרכז,פתח תקווה ,פתח תקווה ,229,42,פתח תקווה ,42,פתח תקוה ,0, ,
סביון,233,0,"1,022",0,"1,404",0,788,0,691,0,"1,190",0,"5,328",1,0,עירוני,יהודי,מרכז,פתח תקווה ,פתח תקווה ,587,42,פתח תקווה ,42,פתח תקוה ,0, ,
כפר ברא,587,0,"1,074",0,"1,832",0,398,0,252,0,174,0,"4,317",0,0,עירוני,ערבי,מרכז,פתח תקווה ,פתח תקווה ,633,42,פתח תקווה ,42,פתח תקוה ,0, ,
ג'לג'וליה,"1,272",0,"2,793",1,"4,588",1,"1,173",0,738,0,637,0,"11,201",1,0,עירוני,ערבי,מרכז,פתח תקווה ,פתח תקווה ,627,42,פתח תקווה ,47,כפר סבא ,0, ,
כוכב יאיר,663,0,"2,184",1,"3,350",1,"1,338",0,"1,359",0,"1,677",0,"10,571",1,0,עירוני,יהודי,מרכז,פתח תקווה ,פתח תקווה ,1224,42,פתח תקווה ,47,כפר סבא ,0, ,
אלעד,"7,731",1,"19,098",1,"17,492",1,"3,526",1,"1,290",0,"1,109",0,"50,246",1,0,עירוני,יהודי חרדי,מרכז,פתח תקווה ,פתח תקווה ,1309,42,פתח תקווה ,349,ראש העין ,0, ,
באר יעקב,"4,375",1,"8,562",1,"11,703",1,"3,307",1,"1,713",0,"2,765",1,"32,425",1,0,עירוני,יהודי,מרכז,רמלה ,רמלה ,2530,43,רמלה ,43,רמלה ,0, ,
בית דגן,659,0,"1,500",0,"2,730",1,"1,007",0,795,0,966,0,"7,657",1,0,עירוני,יהודי,מרכז,רמלה ,רמלה ,466,43,רמלה ,43,רמלה ,0, ,
מזכרת בתיה,"1,334",0,"4,643",1,"5,671",1,"2,554",1,"1,326",0,"1,841",0,"17,369",1,0,עירוני,יהודי,מרכז,רחובות ,רחובות ,28,44,רחובות ,44,רחובות ,0, ,
קרית עקרון,999,0,"2,134",1,"3,999",1,"1,242",0,"1,139",0,"1,764",0,"11,277",1,0,עירוני,יהודי,מרכז,רחובות ,רחובות ,469,44,רחובות ,44,רחובות ,0, ,
"בני עי""ש",550,0,"1,118",0,"2,346",1,867,0,852,0,"1,611",0,"7,344",1,0,עירוני,יהודי,מרכז,רחובות ,רחובות ,1066,44,רחובות ,44,רחובות ,0, ,
כפר שמריהו,125,0,454,0,699,0,342,0,285,0,663,0,"2,568",0,0,עירוני,יהודי,תל אביב,תל אביב ,תל אביב ,267,51,תל אביב ,57,הרצליה ,0, ,
אזור,"1,259",0,"2,581",1,"4,625",1,"1,697",0,"1,233",0,"2,454",1,"13,849",1,0,עירוני,יהודי,תל אביב,חולון ,חולון ,565,53,חולון ,53,חולון ,0, ,
מקווה ישראל,24,0,32,0,83,0,31,0,14,0,29,0,213,0,0,עירוני,יהודי,תל אביב,חולון ,חולון ,22,53,חולון ,53,חולון ,0, ,
רהט,"13,790",1,"23,918",1,"30,024",1,"5,172",1,"2,209",1,"1,864",0,"76,977",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,1161,62,באר שבע ,62,באר שבע ,0, ,
תל שבע,"4,390",1,"7,629",1,"8,579",1,"1,343",0,624,0,482,0,"23,047",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,1054,62,באר שבע ,62,באר שבע ,0, ,
חורה,"4,133",1,"7,087",1,"7,515",1,"1,201",0,511,0,438,0,"20,885",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,1303,62,באר שבע ,62,באר שבע ,0, ,
כסיפה,"4,013",1,"6,802",1,"7,667",1,"1,233",0,632,0,477,0,"20,824",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,1059,62,באר שבע ,62,באר שבע ,0, ,
ערערה-בנגב,"3,883",1,"6,874",1,"7,878",1,"1,190",0,489,0,407,0,"20,721",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,1192,62,באר שבע ,62,באר שבע ,0, ,
מסעודין אל-עזאזמה,"4,149",1,"6,910",1,"6,779",1,"1,145",0,465,0,528,0,"19,976",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,939,62,באר שבע ,62,באר שבע ,0, ,
לקיה,"3,448",1,"5,690",1,"6,687",1,"1,237",0,585,0,459,0,"18,106",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,1060,62,באר שבע ,62,באר שבע ,0, ,
שגב-שלום,"2,382",1,"4,144",1,"4,972",1,825,0,360,0,289,0,"12,972",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,1286,62,באר שבע ,62,באר שבע ,0, ,
מיתר,974,0,"3,565",1,"4,223",1,"1,681",0,873,0,"1,254",0,"12,570",1,0,עירוני,יהודי,פריפריה,באר שבע ,באר שבע ,1268,62,באר שבע ,62,באר שבע ,0, ,
ירוחם,"1,412",0,"2,947",1,"4,445",1,"1,215",0,945,0,"1,340",0,"12,304",1,0,עירוני,יהודי,פריפריה,באר שבע ,באר שבע ,831,62,באר שבע ,62,באר שבע ,0, ,
אעצם (שבט),"2,690",1,"4,175",1,"4,205",1,590,0,290,0,237,0,"12,187",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,963,62,באר שבע ,62,באר שבע ,0, ,
אבו רוקייק (שבט),"2,189",1,"3,733",1,"4,057",1,624,0,311,0,319,0,"11,233",1,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,961,62,באר שבע ,62,באר שבע ,0, ,
אבו רובייעה (שבט),"2,066",1,"3,209",1,"3,421",1,524,0,256,0,273,0,"9,749",1,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,966,62,באר שבע ,62,באר שבע ,0, ,
עומר,497,0,"2,018",1,"2,666",1,"1,300",0,784,0,"1,868",0,"9,133",1,0,עירוני,יהודי,פריפריה,באר שבע ,באר שבע ,666,62,באר שבע ,62,באר שבע ,0, ,
להבים,549,0,"1,618",0,"2,436",1,948,0,767,0,"1,380",0,"7,698",1,0,עירוני,יהודי,פריפריה,באר שבע ,באר שבע ,1271,62,באר שבע ,62,באר שבע ,0, ,
אבו קורינאת (שבט),"1,621",0,"2,401",1,"2,554",1,420,0,178,0,196,0,"7,370",1,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,968,62,באר שבע ,62,באר שבע ,0, ,
מצפה רמון,701,0,"1,166",0,"2,326",1,528,0,420,0,653,0,"5,794",1,0,עירוני,יהודי,פריפריה,באר שבע ,באר שבע ,99,62,באר שבע ,62,באר שבע ,0, ,
אבו ג'ווייעד (שבט),"1,174",0,"1,771",0,"1,729",0,293,0,114,0,147,0,"5,228",1,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,967,62,באר שבע ,62,באר שבע ,0, ,
אטרש (שבט),166,0,"1,596",0,"1,450",0,181,0,85,0,65,0,"3,543",0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,965,62,באר שבע ,62,באר שבע ,0, ,
קודייראת א-צאנע(שבט),120,0,"1,106",0,"1,122",0,200,0,70,0,88,0,"2,706",0,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,964,62,באר שבע ,62,באר שבע ,0, ,
הוואשלה (שבט),112,0,971,0,929,0,137,0,67,0,59,0,"2,275",0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,1169,62,באר שבע ,62,באר שבע ,0, ,
סייד (שבט),98,0,989,0,767,0,63,0,42,0,58,0,"2,017",0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,1170,62,באר שבע ,62,באר שבע ,0, ,
הוזייל (שבט),332,0,468,0,554,0,136,0,112,0,106,0,"1,708",0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,956,62,באר שבע ,62,באר שבע ,0, ,
ג'נאביב (שבט),382,0,517,0,526,0,97,0,42,0,43,0,"1,607",0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,976,62,באר שבע ,62,באר שבע ,0, ,
קבועה (שבט),60,0,547,0,641,0,103,0,53,0,50,0,"1,454",0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,1234,62,באר שבע ,62,באר שבע ,0, ,
אסד (שבט),276,0,422,0,387,0,45,0,28,0,27,0,"1,185",0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,960,62,באר שבע ,62,באר שבע ,0, ,
תראבין א-צאנע (שבט),66,0,519,0,459,0,62,0,24,0,31,0,"1,161",0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,970,62,באר שבע ,62,באר שבע ,0, ,
קוואעין (שבט),69,0,547,0,469,0,38,0,18,0,17,0,"1,158",0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,972,62,באר שבע ,62,באר שבע ,0, ,
עוקבי (בנו עוקבה),113,0,193,0,254,0,43,0,31,0,17,0,651,0,0,עירוני,בדואי,פריפריה,באר שבע ,באר שבע ,957,62,באר שבע ,62,באר שבע ,0, ,
נצאצרה (שבט),16,0,163,0,165,0,69,0,18,0,14,0,445,0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,1041,62,באר שבע ,62,באר שבע ,0, ,
מחנה יתיר,77,0,134,0,86,0,4,0,0,0,3,0,304,0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,1196,62,באר שבע ,62,באר שבע ,0, ,
אבו עבדון (שבט),65,0,90,0,98,0,20,0,9,0,13,0,295,0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,958,62,באר שבע ,62,באר שבע ,0, ,
עטאוונה (שבט),3,0,56,0,63,0,14,0,10,0,23,0,169,0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,969,62,באר שבע ,62,באר שבע ,0, ,
אפיניש (שבט),27,0,21,0,40,0,14,0,9,0,5,0,116,0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,959,62,באר שבע ,62,באר שבע ,0, ,
אבו עמאר (שבט),10,0,24,0,44,0,12,0,7,0,4,0,101,0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,1042,62,באר שבע ,62,באר שבע ,0, ,
אבו סריחאן (שבט),3,0,3,0,10,0,9,0,2,0,3,0,30,0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,935,62,באר שבע ,62,באר שבע ,0, ,
אבו עמרה (שבט),3,0,2,0,1,0,4,0,6,0,4,0,20,0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,932,62,באר שבע ,62,באר שבע ,0, ,
זבארגה (שבט),0,0,0,0,1,0,7,0,9,0,1,0,18,0,0,עירוני,#N/A,פריפריה,באר שבע ,באר שבע ,2742,62,באר שבע ,62,באר שבע ,0, ,
קדומים,565,0,"1,568",0,"1,627",0,399,0,204,0,474,0,"4,837",0,0,עירוני,יהודי דתי,פריפריה,טול כרם ,טול כרם ,3557,73,טול כרם ,47,כפר סבא ,0, ,
קרני שומרון,"1,412",0,"2,844",1,"3,915",1,785,0,727,0,"1,082",0,"10,765",1,0,עירוני,יהודי,פריפריה,טול כרם ,טול כרם ,3640,73,טול כרם ,48,אריאל ,0, ,
אורנית,788,0,"2,618",1,"3,299",1,"1,518",0,873,0,"1,060",0,"10,156",1,0,עירוני,יהודי,פריפריה,טול כרם ,טול כרם ,3760,73,טול כרם ,349,ראש העין ,0, ,
שער שומרון,844,0,"2,523",1,"3,204",1,"1,039",0,618,0,779,0,"9,007",1,0,עירוני,#N/A,#N/A,טול כרם ,טול כרם ,3826,73,טול כרם ,349,ראש העין ,0, ,
אלפי מנשה,562,0,"2,102",1,"2,834",1,"1,424",0,734,0,"1,015",0,"8,671",1,0,עירוני,יהודי,פריפריה,טול כרם ,טול כרם ,3750,73,טול כרם ,349,ראש העין ,0, ,
עמנואל,"1,230",0,"1,619",0,"1,926",0,292,0,222,0,273,0,"5,562",1,0,עירוני,יהודי חרדי,פריפריה,טול כרם ,טול כרם ,3660,73,טול כרם ,349,ראש העין ,0, ,
אלקנה,605,0,"1,107",0,"1,599",0,392,0,243,0,604,0,"4,550",0,0,עירוני,יהודי דתי,פריפריה,טול כרם ,טול כרם ,3560,73,טול כרם ,349,ראש העין ,0, ,
מודיעין עילית,"18,536",1,"35,870",1,"26,688",1,"4,366",1,"1,075",0,"1,081",0,"87,616",1,0,עירוני,יהודי חרדי,פריפריה,ראמאללה ,ראמאללה ,3797,74,ראמאללה ,11,ירושלים ,0, ,
גבעת זאב,"3,946",1,"6,722",1,"8,391",1,"1,571",0,"1,261",0,"1,878",0,"23,769",1,0,עירוני,יהודי,פריפריה,ראמאללה ,ראמאללה ,3730,74,ראמאללה ,11,ירושלים ,0, ,
בית אל,921,0,"1,752",0,"2,254",1,480,0,349,0,466,0,"6,222",1,0,עירוני,יהודי חרדי,פריפריה,ראמאללה ,ראמאללה ,3574,74,ראמאללה ,11,ירושלים ,0, ,
הר אדר,233,0,"1,048",0,"1,411",0,765,0,441,0,596,0,"4,494",0,0,עירוני,יהודי,פריפריה,ראמאללה ,ראמאללה ,3769,74,ראמאללה ,11,ירושלים ,0, ,
בית אריה,454,0,"1,440",0,"2,046",1,867,0,510,0,488,0,"5,805",1,0,עירוני,יהודי,פריפריה,ראמאללה ,ראמאללה ,3652,74,ראמאללה ,349,ראש העין ,0, ,
מעלה אפרים,237,0,431,0,619,0,145,0,158,0,240,0,"1,830",0,0,עירוני,יהודי,פריפריה,ירדן )יריחו( ,ירדן )יריחו( ,3608,75,ירדן )יריחו( ,23,עפולה ,0, ,
ביתר עילית,"14,321",1,"26,065",1,"23,429",1,"3,964",1,"1,405",0,"1,088",0,"70,272",1,0,עירוני,יהודי חרדי,פריפריה,בית לחם ,בית לחם ,3780,76,בית לחם ,11,ירושלים ,0, ,
אפרת,"1,576",0,"4,018",1,"4,824",1,"1,027",0,871,0,"1,231",0,"13,547",1,0,עירוני,יהודי דתי,פריפריה,בית לחם ,בית לחם ,3650,76,בית לחם ,11,ירושלים ,0, ,
קרית ארבע,"1,050",0,"2,149",1,"2,997",1,661,0,482,0,939,0,"8,278",1,0,עירוני,יהודי,פריפריה,חברון ,חברון ,3611,77,חברון ,11,ירושלים ,0, ,
חברון,85,0,201,0,231,0,33,0,32,0,32,0,614,0,0,עירוני,#N/A,פריפריה,חברון ,חברון ,3400,77,חברון ,11,ירושלים ,0, ,
הגושרים,146,0,248,0,477,0,130,0,107,0,154,0,"1,262",0,0,כפרי,#N/A,פריפריה,הגליל העליון ,צפת ,356,21,צפת ,21,צפת ,1,הגליל העליון ,
שדה נחמיה,91,0,306,0,406,0,189,0,99,0,153,0,"1,244",0,0,כפרי,#N/A,פריפריה,הגליל העליון ,צפת ,329,21,צפת ,21,צפת ,1,הגליל העליון ,
איילת השחר,73,0,242,0,335,0,168,0,96,0,245,0,"1,159",0,0,כפרי,יהודי,פריפריה,הגליל העליון ,צפת ,77,21,צפת ,21,צפת ,1,הגליל העליון ,
כפר בלום,84,0,242,0,309,0,166,0,55,0,227,0,"1,083",0,0,כפרי,יהודי,פריפריה,הגליל העליון ,צפת ,357,21,צפת ,21,צפת ,1,הגליל העליון ,
דפנה,91,0,219,0,357,0,126,0,51,0,185,0,"1,029",0,0,כפרי,יהודי,פריפריה,הגליל העליון ,צפת ,302,21,צפת ,21,צפת ,1,הגליל העליון ,
להבות הבשן,55,0,218,0,326,0,155,0,96,0,146,0,996,0,0,כפרי,#N/A,פריפריה,הגליל העליון ,צפת ,380,21,צפת ,21,צפת ,1,הגליל העליון ,
כפר הנשיא,72,0,158,0,306,0,115,0,103,0,238,0,992,0,0,כפרי,#N/A,פריפריה,הגליל העליון ,צפת ,443,21,צפת ,21,צפת ,1,הגליל העליון ,
שמיר,72,0,187,0,340,0,121,0,95,0,168,0,983,0,0,כפרי,#N/A,פריפריה,הגליל העליון ,צפת ,366,21,צפת ,21,צפת ,1,הגליל העליון ,
מחניים,50,0,234,0,258,0,105,0,65,0,153,0,865,0,0,כפרי,#N/A,פריפריה,הגליל העליון ,צפת ,308,21,צפת ,21,צפת ,1,הגליל העליון ,
דן,91,0,173,0,323,0,76,0,41,0,152,0,856,0,0,כפרי,#N/A,פריפריה,הגליל העליון ,צפת ,303,21,צפת ,21,צפת ,1,הגליל העליון ,
נאות מרדכי,85,0,171,0,282,0,82,0,51,0,151,0,822,0,0,כפרי,יהודי,פריפריה,הגליל העליון ,צפת ,408,21,צפת ,21,צפת ,1,הגליל העליון ,
חולתה,101,0,205,0,276,0,82,0,47,0,108,0,819,0,0,כפרי,#N/A,פריפריה,הגליל העליון ,צפת ,253,21,צפת ,21,צפת ,1,הגליל העליון ,
